"Unnamed: 0";"C_ID_UD_ORGANICA";"C_DNM_UD_ORGANICA";"C_ID_NIVEL_ADMON";"C_ID_TIPO_ENT_PUBLICA";"N_NIVEL_JERARQUICO";"C_ID_DEP_UD_SUPERIOR";"C_DNM_UD_ORGANICA_SUPERIOR";"C_ID_DEP_UD_PRINCIPAL";"C_DNM_UD_ORGANICA_PRINCIPAL";"B_SW_DEP_EDP_PRINCIPAL";"C_ID_DEP_EDP_PRINCIPAL";"C_DNM_UD_ORGANICA_EDP_PRINCIPAL";"C_ID_ESTADO";"D_VIG_ALTA_OFICIAL";"NIF_CIF";"C_ID_AMB_PROVINCIA";"C_DESC_PROV";"CONTACTOS"
"";"E00003301";"Ministerio de Defensa";1;"MN";1;"EA9999999";"Administracion del Estado";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1959-09-07 00:00:00";"";"";"";""
"";"E00115201";"S.Gral. de Politica de Defensa";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2001-01-01 00:00:00";"";"";"";""
"";"E00115401";"Secretaria del Ministro";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1986-01-01 00:00:00";"";"";"";""
"";"E00115501";"Gabinete del Ministro";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1986-01-01 00:00:00";"";"";"";""
"";"E00115601";"Gabinete Tecnico del Ministro";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1986-01-01 00:00:00";"";"";"";""
"";"E00115801";"Estado Mayor de la Defensa";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1985-10-01 00:00:00";"";"";"";""
"";"E00116001";"S. de E. de Defensa";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1984-04-17 00:00:00";"";"";"";""
"";"E00116501";"Subsecretaria de Defensa";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1996-02-19 00:00:00";"";"";"";""
"";"E00117001";"Ejercito de Tierra";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1969-01-01 00:00:00";"";"";"";""
"";"E00117101";"Armada";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1969-01-01 00:00:00";"";"";"";""
"";"E00117201";"Ejército del Aire";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1972-05-25 00:00:00";"";"";"";""
"";"E04720503";"Unidad Militar de Emergencias";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2015-12-01 00:00:00";"S2800475B";"";"";""
"";"EA0008341";"Fundación de Aeronáutica y Astronáutica Españolas";1;"FU";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"S";"EA0008341";"Fundación de Aeronáutica y Astronáutica Españolas";"V";"";"G82360884";"";"";""
"";"EA0008342";"Ingenieria de Sistemas para la Defensa de España, S.A.";1;"SM";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"S";"EA0008342";"Ingenieria de Sistemas para la Defensa de España, S.A.";"V";"";"A78085719";"";"";""
"";"EA0009577";"Consorcio Castillo de San Pedro";1;"";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"S";"EA0009577";"Consorcio Castillo de San Pedro";"V";"";"S2200017H";"";"";""
"";"EA0018109";"Consorcio del Museo Militar de Menorca";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1998-06-22 00:00:00";"Q5750024A";"";"";""
"";"EA0018976";"Consorcio Castillo San Fernando";1;"";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2003-11-06 00:00:00";"P1700052B";"";"";""
"";"EA0019035";"Consorcio del Castillo de San Carlos";1;"";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"S";"EA0019035";"Consorcio del Castillo de San Carlos";"V";"1997-04-07 00:00:00";"Q5750019A";"";"";""
"";"EA0020816";"Centro Nacional de Inteligencia";1;"CN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"S";"EA0020816";"Centro Nacional de Inteligencia";"V";"";"S2830132C";"";"";""
"";"EA0042675";"Direccion de Comunicacion Institucional de la Defensa";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2017-11-25 00:00:00";"";"";"";""
"";"EA0047487";"Cuarto Militar de la Casa de S.M. el Rey";1;"MN";2;"E00003301";"Ministerio de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1975-11-21 00:00:00";"S2830101H";"";"";""
"";"E00115702";"D.G. de Politica de Defensa";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2004-04-20 00:00:00";"";"";"";""
"";"E02810102";"Seccion Española del Comite Permanente Hispano-Norteamericano";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2012-03-07 00:00:00";"";"";"";""
"";"E02953103";"Agregaduria de Defensa Embajada de España en Argelia (ARGEL)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02953203";"Agregaduria de Defensa Embajada de España en Argentina (BUENOS AIRES)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02953302";"Representacion Permanente de España en la Osce (VIENA)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2002-09-08 00:00:00";"";"";"";""
"";"E02953402";"Representacion Militar OTAN (BRUSELAS)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2002-09-08 00:00:00";"";"";"";""
"";"E02953503";"Agregaduria de Defensa Embajada de España en Brasil (BRASILIA)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02953703";"Agregaduria de Defensa Embajada de España en Chile (SANTIAGO DE CHILE)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02953803";"Agregaduria de Defensa Embajada de España en China (PEKIN)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02953903";"Agregaduria de Defensa Embajada de España en Colombia (STA. FE DE BOGOTA)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02954003";"Agregaduria de Defensa Embajada de España en Cuba (LA HABANA)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02954203";"Agregaduria de Defensa Embajada de España en Francia (PARIS)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02954403";"Agregaduria de Defensa Embajada de España en Grecia (ATENAS)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02954703";"Agregaduria de Defensa Embajada de España en Italia (ROMA)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02954903";"Agregaduria de Defensa Embajada de España en Corea del Sur (SEUL)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02955103";"Agregaduria de Defensa Embajada de España en Mexico (MEXICO)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02955203";"Agregaduria de Defensa Embajada de España en Marruecos (RABAT)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02955803";"Agregaduria de Defensa Embajada de España en Portugal (LISBOA)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02955903";"Agregaduria de Defensa Embajada de España en Rusia (MOSCU)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02956003";"Agregaduria de Defensa Embajada de España en Arabia Saudita (RIAD)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02956403";"Agregaduria de Defensa Embajada de España en Tunez (TUNEZ)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02956503";"Agregaduria de Defensa Embajada de España en Turquia (ANKARA)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02956603";"Agregaduria de Defensa Embajada de España en Egipto (EL CAIRO)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02956703";"Agregaduria de Defensa Embajada de España en el Reino Unido (LONDRES)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02956803";"Agregaduria de Defensa Embajada de España en los Estados Unidos de America (WASHINGTON)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E02957002";"Representacion Permanente de España en el Consejo de la OTAN (BRUSELAS)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2002-09-08 00:00:00";"";"";"";""
"";"E02957502";"Mision Permanente de España ante las Naciones Unidas (NUEVA YORK)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2002-09-08 00:00:00";"";"";"";""
"";"E02958002";"Representacion Permanente de España en la UE (BRUSELAS)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2002-09-08 00:00:00";"";"";"";""
"";"E04404803";"Agregaduria de Defensa Embajada de España en Alemania (BERLIN)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E04637801";"Gabinete Técnico de la S. Gral de Política de Defensa";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2004-06-27 00:00:00";"";"";"";""
"";"E04638802";"Agregaduria de Defensa Embajada de España en Israel (TEL AVIV)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2005-09-04 00:00:00";"";"";"";""
"";"E04639401";"Secretaría del Secretario General de la S. Gral. de Política de Defensa";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2004-06-27 00:00:00";"";"";"";""
"";"E04752201";"Colegio Internacional de Auditores de la OTAN (BRUSELAS)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2007-01-08 00:00:00";"";"";"";""
"";"E04758601";"Agregregaduria de Defensa Embajada de España en la Republica Islamica de Mauritania - Nouakchott";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2007-09-29 00:00:00";"";"";"";""
"";"E04856901";"Agregaduria de Defensa en la Embajada de España en Australia - Canberra";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-07-29 00:00:00";"";"";"";""
"";"E04863701";"Agregaduria de Defensa en la Embajada de España en la Republica de Filipinas (MANILA)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-03-29 00:00:00";"";"";"";""
"";"E04884701";"Agragaduria de Defensa en la Embajada de España en la Republica de la India (NUEVA DELHI)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2010-04-07 00:00:00";"";"";"";""
"";"E04947801";"Division de Coordinacion y Estudios de Seguridad y Defensa";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2012-03-07 00:00:00";"";"";"";""
"";"E04968101";"Agregaduria de Defensa Embajada de España en la Republica del Peru (LIMA)";1;"MN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2013-10-13 00:00:00";"";"";"";""
"";"EA0047607";"Instituto Universitario ""General Gutiérrez Mellado""";1;"UN";3;"E00115201";"S.Gral. de Politica de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2022-03-15 00:00:00";"";"";"";""
"";"E02810603";"Cuartel General del Estado Mayor de la Defensa";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2015-12-01 00:00:00";"";"";"";""
"";"E02931803";"Centro Superior de Estudios de la Defensa Nacional";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2015-12-01 00:00:00";"S2830006I";"";"";""
"";"E04721903";"Mando de Operaciones";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2015-12-03 00:00:00";"";"";"";""
"";"E04753401";"Cuartel General del Eurocuerpo";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2007-02-25 00:00:00";"";"";"";""
"";"E04885501";"Elemento Nacional del Centro de Excelencia contra Artefactos Explosivos Improvisados";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2010-04-16 00:00:00";"";"";"";""
"";"E04941201";"Representación Militar ante el Mando Supremo Aliado en Europa";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2012-01-01 00:00:00";"";"";"";""
"";"E04968302";"Mando Conjunto de Ciberdefensa";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2015-12-01 00:00:00";"";"";"";""
"";"E04968402";"Unidad de Apoyo General de Retamares";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2015-12-01 00:00:00";"";"";"";""
"";"E04978602";"Centro de Inteligencia de las Fuerzas Armadas";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2015-12-01 00:00:00";"";"";"";""
"";"EA0002980";"Jae del Estado Mayor de la Defensa";1;"";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"";"S2830083H";"";"";""
"";"EA0002981";"Sae del Centro Superior de Estudios de la Defensa Nacional";1;"";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"";"S2830006I";"";"";""
"";"EA0011337";"Representación Militar ante el Mando Supremo Aliado de Transformación";1;"";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"S";"EA0011337";"Representación Militar ante el Mando Supremo Aliado de Transformación";"V";"2017-07-27 00:00:00";"";"";"";""
"";"EA0038924";"Elemento Nacional de Apoyo del Centro de Operaciones Aéreas Combinadas de Torrejón";1;"MN";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2012-12-27 00:00:00";"Q2802106A";"";"";""
"";"EA0047627";"Representación Militar ante el Comité Militar de la Unión Europea";1;"";3;"E00115801";"Estado Mayor de la Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2020-07-29 00:00:00";"S2830083H";"";"";""
"";"E00116102";"D.G. de Armamento y Material";1;"MN";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2004-04-20 00:00:00";"S2822002H";"";"";""
"";"E00116202";"D.G. de Asuntos Economicos";1;"MN";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2004-04-20 00:00:00";"S2830209I";"";"";""
"";"E00116302";"D.G. de Infraestructura";1;"MN";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2004-04-20 00:00:00";"";"";"";""
"";"E00116401";"Instituto Nacional de Técnica Aeroespacial Esteban Terradas (INTA)";1;"OA";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"S";"E00116401";"Instituto Nacional de Técnica Aeroespacial Esteban Terradas (INTA)";"V";"1969-09-02 00:00:00";"Q2822003F";"";"";""
"";"E02926101";"Secretaria del Secretario de Estado";1;"MN";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1989-09-01 00:00:00";"";"";"";""
"";"E02926201";"Gabinete del Secretario de Estado";1;"MN";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1988-11-01 00:00:00";"";"";"";""
"";"E02926301";"Gabinete Tecnico Secretario de Estado de la Defensa";1;"MN";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1996-12-01 00:00:00";"";"";"";""
"";"E04906002";"Centro de Sistemas y Tecnologias de la Informacion y las Comunicaciones";1;"MN";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2014-12-09 00:00:00";"";"";"";""
"";"EA0002972";"Area Economico Administrativa de la Subdireccion General de Gestion Economica";1;"";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"";"S2830209I";"";"";""
"";"EA0002974";"Subdirección General de Adquisiciones de Armamento y Material";1;"";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"";"S2822002H";"";"";""
"";"EA0002978";"Sección Económico Financiera de la Dirección General de Infraestructura";1;"";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"";"";"";"";""
"";"EA0041007";"Pagaduría de Pensionistas Saharauis de Las Palmas de Gran Canaria Mde";1;"";3;"E00116001";"S. de E. de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2020-04-03 00:00:00";"S3530026H";"";"";""
"";"E00116602";"S.G.T. de Defensa";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2004-04-20 00:00:00";"";"";"";""
"";"E00116702";"D.G. de Personal";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2004-04-20 00:00:00";"";"";"";""
"";"E00116802";"D.G. de Reclutamiento y Enseñanza Militar";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2004-04-20 00:00:00";"";"";"";""
"";"E00116901";"Instituto Social de las Fuerzas Armadas";1;"OA";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"S";"E00116901";"Instituto Social de las Fuerzas Armadas";"V";"1978-10-02 00:00:00";"Q2861003H";"";"";""
"";"E02931901";"Secretaria de la Subsecretaria";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1996-05-01 00:00:00";"";"";"";""
"";"E02932001";"Gabinete Tecnico";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1996-05-01 00:00:00";"";"";"";""
"";"E02932101";"S.G. de Regimen Interior";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1996-09-01 00:00:00";"";"";"";""
"";"E02932201";"S.G. de Servicios Economicos y Pagadurias";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1996-09-01 00:00:00";"";"";"";""
"";"E02932301";"Asesoria Juridica General de la Defensa";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1996-10-01 00:00:00";"";"";"";""
"";"E02932401";"Intervencion General de la Defensa";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1996-10-01 00:00:00";"";"";"";""
"";"E02932501";"Inspeccion General de Sanidad de la Defensa";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1996-10-01 00:00:00";"S2800086G";"";"";""
"";"E02934002";"Delegacion de Defensa en las Illes Balears";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2003-11-14 00:00:00";"";"";"";""
"";"E02936001";"Delegacion de Defensa en La Rioja";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1998-01-01 00:00:00";"";"";"";""
"";"E02937401";"Delegacion de Defensa en Cantabria";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1998-01-01 00:00:00";"";"";"";""
"";"E02945901";"Tribunal Militar Central (MADRID)";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1998-01-01 00:00:00";"";"";"";""
"";"E02950201";"Fiscalia Togada (MADRID)";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"1998-01-01 00:00:00";"";"";"";""
"";"E04801601";"Delegacion de Defensa en el Pais Vasco";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04801701";"Delegacion de Defensa en Cataluña";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04801801";"Delegacion de Defensa en Galicia";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04801901";"Delegacion de Defensa en Andalucia";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04802001";"Delegacion de Defensa en el Principado de Asturias";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04802101";"Delegación de Defensa en la Región de Murcia";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04802201";"Delegacion de Defensa en la Comunidad Valenciana";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04802301";"Delegación de Defensa en Aragón";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04802401";"Delegacion de Defensa en Castilla-La Mancha";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04802501";"Deleg. de Defensa en Canarias";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04802601";"Delegacion de Defensa en la Comunidad Foral de Navarra";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04803901";"Delegacion de Defensa en Extremadura";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04804001";"Delegacion de Defensa en la Comunidad de Madrid";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04804101";"Delegacion de Defensa en la Comunidad de Castilla y Leon";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04804201";"Delegacion de Defensa en la Ciudad de Ceuta";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04804301";"Delegacion de Defensa en la Ciudad de Melilla";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2008-01-31 00:00:00";"";"";"";""
"";"E04886701";"Relacion Especial de Puestos del Ministerio de Defensa (ACUERO CONSEJO DE MINISTROS 2/7/10)";1;"MN";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"2010-07-07 00:00:00";"";"";"";""
"";"EA0002994";"Area de Servicios Economicos de la Sub. Gral. de Serv. Economicos y Pag.";1;"";3;"E00116501";"Subsecretaria de Defensa";"E00003301";"Ministerio de Defensa";"N";"";"";"V";"";"S2800506D";"";"";""
