"Id_NIVEL_1";"Id_NIVEL_0";"ID_ENTIDAD_NIVEL_0";"ID_ENTIDAD_NIVEL_1";"Jerarquia";"NIF_COD_NIVEL_0";"ACRONIMO_NIVEL_0";"NOMBRE_ENTIDAD_NIVEL_0";"Nombre_Entidad_Mostrar_NIVEL_0";"TIPO_ENTIDAD_N1_1_NIVEL_0";"TIPO_ENTIDAD_N2_1_NIVEL_0";"DIRECCION_POSTAL_NIVEL_0";"COD_POSTAL_NIVEL_0";"COD_PROVINCIA_NIVEL_0";"PROVINCIA_NIVEL_0";"COD_CCAA_NIVEL_0";"CCAA_NIVEL_0";"ENLACE_WEB_NIVEL_0";"SOMMA_NIVEL_0";"TIPO_ENTIDAD_REGIONAL_NIVEL_0";"ESTADO_x_NIVEL_0";"NIF_COD_NIVEL_1";"ACRONIMO_NIVEL_1";"NOMBRE_ENTIDAD_NIVEL_1";"Nombre_Entidad_Mostrar_NIVEL_1";"TIPO_ENTIDAD_N1_1_NIVEL_1";"TIPO_ENTIDAD_N2_1_NIVEL_1";"DIRECCION_POSTAL_NIVEL_1";"COD_POSTAL_NIVEL_1";"COD_PROVINCIA_NIVEL_1";"PROVINCIA_NIVEL_1";"COD_CCAA_NIVEL_1";"CCAA_NIVEL_1";"ENLACE_WEB_NIVEL_1";"SOMMA_NIVEL_1";"TIPO_ENTIDAD_REGIONAL_NIVEL_1";"ESTADO_x_NIVEL_1"
"406";"237";"239";"410";"Orgánica Directa";"Q2818002D";"CSIC";"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICA, M.P. CSIC";"Consejo Superior de Investigaciónes Científicas (CSIC)";"Organismo público de I+D Estatal";"Organismo público de investigación de la AGE (OPI)";"Calle de Serrano, 117";"28010";"28.0";"Madrid";"13.0";"Madrid, Comunidad de";"https://www.csic.es/";"None";"None";"ACTIVO";"None";"INCAR";"INSTITUTO NACIONAL DEL CARBON INCAR";"Instituto Nacional del Carbón";"Centro de Investigación";"Centro/Instituto propio";"Calle Francisco Pintado Fe, 26, Oviedo";"33011";"33.0";"Asturias";"3.0";"Asturias, Principado de";"https://www.incar.csic.es/";"None";"None";"ACTIVO"
"1734";"160";"160";"1784";"Nodos_ciber";"None";"RNBB";"RED NACIONAL DE BIOBANCOS (RNBB)";"Red Nacional de Biobancos";"Organismo público de I+D Estatal";"Centro de investigación en red";"Calle Monforte de Lemos, 3-5, Madrid";"28029";"28.0";"Madrid";"13.0";"Madrid, Comunidad de";"http://www.redbiobancos.es/";"None";"None";"ACTIVO";"None";"BioNER";"None";"Biobanco Nacional de Enfermedades Raras del ISCIII";"Infraestructura";"Infraestructura propia";"Avenida de Monforte de Lemos, 5";"28029";"28.0";"Madrid";"13.0";"Madrid, Comunidad de";"https://bioner.isciii.es/";"None";"None";"NO ACTIVO"
"469";"1028";"1042";"474";"Nodos_ciber";"None";"CIBERFES";"None";"CIBER Fragilidad y Envejecimiento Saludable";"Organismo público de I+D Estatal";"Centro de investigación en red";"Calle Monforte de Lemos 3-5";"28029";"28.0";"Madrid";"13.0";"Madrid, Comunidad de";"https://www.ciberfes.es/";"None";"None";"ACTIVO";"None";"INVESTEN";"UNIDAD DE INVESTIGACION EN CUIDADOS DE SALUD";"Unidad de Investigación en Cuidados y Servicios de Salud";"Centro de Investigación";"Centro/Instituto propio";"Avenida Monforte de Lemos, 5. Pabellón 13";"28029";"28.0";"Madrid";"13.0";"Madrid, Comunidad de";"https://www.isciii.es/QuienesSomos/CentrosPropios/INVESTEN/Paginas/default.aspx";"None";"None";"ACTIVO"
"1808";"894";"902";"1858";"Orgánica Directa";"G61737409";"UIC";"Universitat Internacional de Catalunya";"Universitat Internacional de Catalunya";"Universidad";"Universidad Privada";"Carrer de la Immaculada, 22";"08017";"8.0";"Barcelona";"9.0";"Cataluña";"https://www.uic.es/es";"None";"None";"ACTIVO";"None";"IFM";"None";"Institute for Multilingualism";"Centro de Investigación";"Centro/Instituto Propio";"Carrer Terré, 11-19";"8017";"8.0";"Barcelona";"9.0";"Cataluña";"https://www.uic.es/es/institute-multilingualism";"None";"None";"NO ACTIVO"
"1270";"726";"733";"1296";"Orgánica Directa";"IISA-011";"IR-Sant Pau";"INSTITUTO DE INVESTIGACION BIOMEDICA DEL HOSPITAL DE LA SANTA CRUZ Y DE SAN PABLO";"Institut de Recerca de l’Hospital de la Santa Creu i Sant Pau";"Instituto de Investigación Sanitaria (IIS)";"Instituto de Investigación Sanitaria Acreditado";"Carrer Sant Quintí, 77-79";"08041";"8.0";"Barcelona";"9.0";"Cataluña";"http://www.recercasantpau.cat/";"None";"CERCA";"ACTIVO";"None";"None";"None";"Grupo de Investigación Oncogènesi i Antitumorals";"Unidad/Grupo de Investigación";"Grupo Investigación propio";"Carrer Sant Quintí, 77-79";"08041";"8.0";"Barcelona";"9.0";"Cataluña";"http://www.recercasantpau.cat/grup/oncogenesi-i-antitumorals/";"None";"None";"ACTIVO"
"726";"179";"180";"733";"Nodos_ciber";"Q0801624H";"CIBERDEM";"CIBER DEL AREA DE DIABETES Y ENFERMEDADES METABOLICAS";"CIBER del Área de Diabetes y Enfermedades Metabólicas";"Organismo público de I+D Estatal";"Centro de investigación en red";"Paseo Bonanova, 69 - 6, Barcelona";"08017";"8.0";"Barcelona";"9.0";"Cataluña";"http://www.ciberdem.org";"None";"None";"ACTIVO";"IISA-011";"IR-Sant Pau";"INSTITUTO DE INVESTIGACION BIOMEDICA DEL HOSPITAL DE LA SANTA CRUZ Y DE SAN PABLO";"Institut de Recerca de l’Hospital de la Santa Creu i Sant Pau";"Instituto de Investigación Sanitaria (IIS)";"Instituto de Investigación Sanitaria Acreditado";"Carrer Sant Quintí, 77-79";"08041";"8.0";"Barcelona";"9.0";"Cataluña";"http://www.recercasantpau.cat/";"None";"CERCA";"ACTIVO"
"1243";"179";"180";"1268";"Nodos_ciber";"Q0801624H";"CIBERDEM";"CIBER DEL AREA DE DIABETES Y ENFERMEDADES METABOLICAS";"CIBER del Área de Diabetes y Enfermedades Metabólicas";"Organismo público de I+D Estatal";"Centro de investigación en red";"Paseo Bonanova, 69 - 6, Barcelona";"08017";"8.0";"Barcelona";"9.0";"Cataluña";"http://www.ciberdem.org";"None";"None";"ACTIVO";"None";"CBATEG";"None";"Centro de Biotecnología Animal y Terapia Genética";"Centro de Investigación";"Centro/Instituto propio";"Campus de la UAB, Bellaterra";"08193";"8.0";"Barcelona";"9.0";"Cataluña";"https://www.uab.cat/web/investigar/itinerarios/relacion-con-el-territorio/centros-e-institutos-de-investigacion-1345667267164.html";"None";"None";"ACTIVO"
"1299";"1297";"1325";"1327";"Nodo de ICTS en Red";"None";"RES";"Red Española de Supercomputación (RES)";"Red Española de Supercomputación (RES)";"Infraestructura Científico Técnica Singular (ICTS)";"ICTS en Red";"None";"None";"None";"None";"None";"Sin localización única";"https://www.res.es/";"None";"None";"ACTIVO";"None";"PIC";"None";"Port d'Informació Científica";"Infraestructura";"Infraestructura propia";"Carrer de Can Magrans, s/n, Bellaterra";"08193";"8.0";"Barcelona";"9.0";"Cataluña";"https://www.pic.es/";"None";"None";"ACTIVO"
"341";"237";"239";"345";"Orgánica Directa";"Q2818002D";"CSIC";"AGENCIA ESTATAL CONSEJO SUPERIOR DE INVESTIGACIONES CIENTIFICA, M.P. CSIC";"Consejo Superior de Investigaciónes Científicas (CSIC)";"Organismo público de I+D Estatal";"Organismo público de investigación de la AGE (OPI)";"Calle de Serrano, 117";"28010";"28.0";"Madrid";"13.0";"Madrid, Comunidad de";"https://www.csic.es/";"None";"None";"ACTIVO";"None";"IPLA";"INSTITUTO DE PRODUCTOS LACTEOS DE ASTURIAS";"Instituto de Productos Lácteos de Asturias";"Centro de Investigación";"Centro/Instituto propio";"Paseo Río Linares, s/n, Villaviciosa";"33300";"33.0";"Asturias";"3.0";"Asturias, Principado de";"http://www.ipla.csic.es";"None";"None";"ACTIVO"
"717";"285";"287";"724";"Nodos_ciber";"G84884576";"CIBERER";"CIBER ENFERMEDADES RARAS CIBERER";"CIBER Enfermedades Raras";"Organismo público de I+D Estatal";"Centro de investigación en red";"Calle Álvaro de Bazan, 10, Bj";"46010";"46.0";"Valencia/València";"10.0";"Comunitat Valenciana";"https://www.ciberer.es/";"None";"None";"ACTIVO";"IISA-002";"IBiS";"INSTITUTO DE BIOMEDICINA DE SEVILLA";"Instituto de Biomedicina de Sevilla";"Instituto de Investigación Sanitaria (IIS)";"Instituto de Investigación Sanitaria Acreditado";"Hospital Universitario Virgen Del Rocio, Avenida Manuel Siurot Sn";"41013";"41.0";"Sevilla";"1.0";"Andalucía";"https://www.ibis-sevilla.es/";"None";"None";"ACTIVO"
