Id_NIVEL_1;Id_NIVEL_0;ID_ENTIDAD_NIVEL_0;ID_ENTIDAD_NIVEL_1;Jerarquia;NIF_COD_NIVEL_0;ACRONIMO_NIVEL_0;NOMBRE_ENTIDAD_NIVEL_0;Nombre_Entidad_Mostrar_NIVEL_0;TIPO_ENTIDAD_N1_1_NIVEL_0;TIPO_ENTIDAD_N2_1_NIVEL_0;DIRECCION_POSTAL_NIVEL_0;COD_POSTAL_NIVEL_0;COD_PROVINCIA_NIVEL_0;PROVINCIA_NIVEL_0;COD_CCAA_NIVEL_0;CCAA_NIVEL_0;ENLACE_WEB_NIVEL_0;SOMMA_NIVEL_0;TIPO_ENTIDAD_REGIONAL_NIVEL_0;ESTADO_x_NIVEL_0;NIF_COD_NIVEL_1;ACRONIMO_NIVEL_1;NOMBRE_ENTIDAD_NIVEL_1;Nombre_Entidad_Mostrar_NIVEL_1;TIPO_ENTIDAD_N1_1_NIVEL_1;TIPO_ENTIDAD_N2_1_NIVEL_1;DIRECCION_POSTAL_NIVEL_1;COD_POSTAL_NIVEL_1;COD_PROVINCIA_NIVEL_1;PROVINCIA_NIVEL_1;COD_CCAA_NIVEL_1;CCAA_NIVEL_1;ENLACE_WEB_NIVEL_1;SOMMA_NIVEL_1;TIPO_ENTIDAD_REGIONAL_NIVEL_1;ESTADO_x_NIVEL_1;Entidad_NIVEL_0;Entidad_Norm_NIVEL_0;CIF_NIVEL_0;Provincia_Entidad_NIVEL_0;Entidad_NIVEL_1;Entidad_Norm_NIVEL_1;CIF_NIVEL_1;Provincia_Entidad_NIVEL_1
14868;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;E.U. DE TRABAJO SOCIAL;e u de trabajo social; ;
14900;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. QUIMICA FISICA (FARMACIA);dpto quimica fisica farmacia; ;
14936;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Centro de Matemática da Universidade de Coimbra (CMUC) - https://www.uc.pt/fctuc/dmat/investigacao/cmuc;centro de matematica da universidade de coimbra cmuc https www uc pt fctuc dmat investigacao cmuc; ;
14983;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Instituto de Educação;instituto de educacao; ;
14990;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Facultad de Ciencias de la Universidad de Lisboa;facultad de ciencias de la universidad de lisboa; ;
14995;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. DE LITERATURA ESPAÑOLA;dpto de literatura espanola; ;
15007;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;CLINIQUES UNIVERSITAIRES SAINT-LUC;cliniques universitaires saint luc; ;
15096;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Oregon State University;oregon state university; ;
15122;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Unidad de Excelencia Física Teórica;unidad de excelencia fisica teorica; ;
15148;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;FACULTAD DE CIENCIAS DE LA ACTIVIDAD FISICA Y EL DEPORTE;facultad de ciencias de la actividad fisica y el deporte; ;
15157;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;96-UNIVERSIDAD DE GRANADA;96 universidad de granada;Q1818002F;;Centro de Documentación Científico;centro de documentacion cientifico; ;
15164;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;FACULTAD DE CIENCIAS DE LA SALUD;facultad de ciencias de la salud de ceut; ;
15168;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Universidad de Granada;universidad de granada;Q1818002F;;Facultad de Traducción e Interpretación;facultad de traduccion e interpretacion; ;
15181;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. DE BIOQUIMICA Y BIOLOGIA MOLECULAR  II;dpto bioquimica y biologia molecular ii; ;
15199;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Centro de Investigación Macua-Xirima;centro de investigacion macua xirima; ;
15201;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. MICROBIOLOGIA;dpto microbiologia; ;
15231;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Facultad de Educación;facultad de educacion; ;
15254;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;FACULTAD DE MEDICINA;facultad de medicina; ;
15293;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;FACULTAD DE BELLAS ARTES ALONSO CANO;facultad de bellas artes alonso cano; ;
15305;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. FISICA ATOMICA, MOLECULAR Y NUCLEAR;dpto fisica atomica molecular y nuclear; ;
15361;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. GEOMETRIA Y TOPOLOGIA;dpto geometria y topologia; ;
15367;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;New York University;new york university; ;
15414;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;SCHOOL OF PSYCHOLOGY;school of psychology; ;
15435;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. NUTRICION Y BROMATOLOGIA;dpto nutricion y bromatologia; ;
15447;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. QUIMICA INORGANICA (CIENCIAS);dpto quimica inorganica ciencias; ;
15457;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. DE MECANICA DE ESTRUCTURAS E INGENIERIA HIDRAULICA;dpto de mecanica de estructuras e ingenieria hidraulica; ;
15500;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Universidad de Granada;universidad de granada;Q1818002F;;"DPTO. FISICA TEORICA Y DEL COSMOS;Física Teórica - CAFPE .";dpto fisica teorica y del cosmos fisica teorica cafpe; ;
15524;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Aalborg University;aalto university; ;
15538;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. BIBLIOTECONOMIA Y DOCUMENTACION;dpto biblioteconomia y documentacion; ;
15539;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Facultad de Filología, Traducción y Comunicación;facultad de filologia traduccion y comunicacion; ;
15552;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Universidad de Granada;universidad de granada;Q1818002F;;E.T.S. DE INGENIEROS DE CAMINOS, CANALES Y PUERTOS;e t s de ingenieros de caminos canales y puertos; ;
15562;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Centre for Cognitive Neuroscience;centre for cognitive neuroscience; ;
15626;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Universidad de Amsterdam;universidad de amsterdam; ;
15657;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;NAPIER UNIVERSITY;napier university; ;
15707;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;FACULTAD DE EDUCACION Y HUMANIDADES CEUTA;facultad de educacion y humanidades ceuta; ;
15716;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Universidad de Granada;universidad de granada;Q1818002F;;Facultad de Educación, Economía y Tecnol;facultad de educacion economia y tecnol; ;
15719;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;E. U. CIENCIAS DE LA SALUD DE GRANADA;e u ciencias de la salud de granada; ;
15748;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Colegio de Michoacán;colegio de michoacan; ;
15808;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;UNIVERSITÉ DE LAUSANNE;universite de lausanne; ;
15850;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;INSTITUTO ANDALUZ DE CIENCIAS DE LA TIERRA-UNIVERSIDAD DE GRANADA;instituto andaluz de ciencias de la tierra universidad de granada; ;
15857;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Monash Institute of Cognitive and Clinical Neurociences (MICCN);monash institute of cognitive and clinical neurociences miccn; ;
15899;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;VICERRECTORADO DE POSTGRADO Y FORMACION CONTINUA;vicerrectorado de postgrado y formacion continua; ;
15946;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Universidad París Diderot;universidad paris vii diderot; ;
16000;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;E.U. DE ARQUITECTURA TECNICA;e u de arquitectura tecnica; ;
16073;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Fundación Universitaria Konrad Lorenz;fundacion universitaria konrad lorenz; ;
16078;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;E.U. DE CIENCIAS DE LA SALUD;e u de ciencias de la salud; ;
16104;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Scuola di Scienze Umane, sociali e del patrimonio culturale;scuola di scienze umane sociali e del patrimonio culturale; ;
16155;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Universidad de Estrasburgo;universidad de estrasburgo; ;
16161;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;CENTRO DE SERVICIOS DE INFORMATICA Y REDES DE COMUNICACIONES;centro de servicios de informatica y redes de comunicaciones; ;
16166;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;DPTO. PREHISTORIA Y ARQUEOLOGIA;dpto prehistoria y arqueologia; ;
16178;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Facultad de Ciencias Sociales y Humanas;facultad de ciencias sociales y humanas; ;
16187;847;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE GRANADA;universidad de granada;Q1818002F;;Université Bordeaux Montaigne;universite bordeaux montaigne; ;
337;848;856.0;1514.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;CIQSO; ;Centro de Investigación en Química Sostenible;Centro de Investigación;Centro/Instituto Propio;Campus El Carmen,;21007.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/ciqso/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Química Sostenible;centro de investigacion en quimica sostenible; ;21.0
337;848;856.0;341.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;CIQSO;CENTRO DE INVESTIGACION EN QUIMICA SOSTENIBLE;Centro de Investigación en Química Sostenible;Centro de Investigación;Centro/Instituto propio;Calle Dr. Cantero Cuadrado 6;21071.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/ciqso/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Química Sostenible;centro de investigacion en quimica sostenible; ;21.0
338;848;856.0;342.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;C3ITU;CENTRO DE INVESTIGACIÓN INTERNACIONAL EN INTELIGENCIA TERRITORIAL (C3ITU);Centro de Investigación Internacional en Inteligencia Territorial;Centro de Investigación;Centro/Instituto propio;Avenida de las Fuerzas Armadas, s/n Universidad de Huelva;21071.0;21.0;Huelva;1.0;Andalucía;http://www.c3it.uhu.es; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación Internacional en Inteligencia Territorial;centro de investigacion internacional en inteligencia territorial; ;21.0
339;848;856.0;343.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;CIM;CENTRO DE INVESTIGACIÓN EN MIGRACIONES (CIM);Centro de Investigación en Migraciones;Centro de Investigación;Centro/Instituto propio;Calle Cantero Cuadrado, 6;21071.0;21.0;Huelva;1.0;Andalucía;http://uhu.es/cim; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Migraciones;centro de investigacion en migraciones; ;21.0
340;848;856.0;344.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;RENSMA;CENTRO DE INVESTIGACION EN RECURSOS NATURALES, SALUD Y MEDIOAMBIENTE;Centro de Investigación en Recursos Naturales, Salud y Medioambiente;Centro de Investigación;Centro/Instituto propio;Avenida de las Fuerzas Armadas, s/n Universidad de Huelva;21071.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/rensma; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Recursos Naturales, Salud y Medioambiente;centro de investigacion en recursos naturales salud y medioambiente; ;21.0
420;848;856.0;424.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;CEPT;CENTRO DE ESTUDIOS PAISAJE Y TERRITORIO;Centro de Estudios Paisaje y Territorio;Centro de Investigación;Centro/Instituto mixto;Avenida de la Ciudad Jardín, 20, 22;41004.0;41.0;Sevilla;1.0;Andalucía;http://paisajeyterritorio.es/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Estudios Paisaje y Territorio;centro de estudios paisaje y territorio; ;41.0
437;848;856.0;1513.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;CIPHCN; ;Centro de Investigación en Patrimonio Histórico, Cultural y Natural;Centro de Investigación;Centro/Instituto Propio;Avenida Tres de Marzo, s/n;21071.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/ciphcn/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Patrimonio Histórico, Cultural y Natural;centro de investigacion en patrimonio historico cultural y natural; ;21.0
437;848;856.0;441.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;CIPHCN;CENTRO DE INVESTIGACION EN PATRIMONIO HISTORICO CULTURAL Y NATURAL;Centro de Investigación en Patrimonio Histórico, Cultural y Natural;Centro de Investigación;Centro/Instituto propio;Avenida Tres de Marzo, s/n, Facultad de Humanidades, Campus del Carmen;21071.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/ciphcn/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Patrimonio Histórico, Cultural y Natural;centro de investigacion en patrimonio historico cultural y natural; ;21.0
1464;848;856.0;1511.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;CCTH; ;Centro Científico Tecnológico de Huelva;Centro de Investigación;Centro/Instituto Propio;Campus El Carmen;21007.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/ccth/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro Científico Tecnológico de Huelva;centro cientifico tecnologico de huelva; ;21.0
1465;848;856.0;1512.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;FMC; ;Centro de Estudios Avanzados en Física, Matemáticas y Computación;Centro de Investigación;Centro/Instituto Propio;Campus El Carmen;21007.0;21.0;Huelva;1.0;Andalucía;https://www.uhu.es/fmc/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Estudios Avanzados en Física, Matemáticas y Computación;centro de estudios avanzados en fisica matematicas y computacion; ;21.0
1466;848;856.0;1515.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;Pro2Tecs; ;Centro de Investigación en Tecnologías de Productos y Procesos Químicos;Centro de Investigación;Centro/Instituto Propio;Campus El Carmen,;21007.0;21.0;Huelva;1.0;Andalucía;https://pro2tecs.com/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Tecnologías de Productos y Procesos Químicos;centro de investigacion en tecnologias de productos y procesos quimicos; ;21.0
1467;848;856.0;1516.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;RENSMA; ;Centro de Investigación en Recursos Naturales Salud y Medio Ambiente;Centro de Investigación;Centro/Instituto Propio;Campus El Carmen,;21007.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/rensma/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Recursos Naturales Salud y Medio Ambiente;centro de investigacion en recursos naturales salud y medio ambiente; ;21.0
1468;848;856.0;1517.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;coideso; ;Centro de Investigación en Pensamiento Contemporáneo e Innovación para el Desarrollo Social;Centro de Investigación;Centro/Instituto Propio;Avenida de las fuerzas Armadas, s/n, Campus el Carmen;21071.0;21.0;Huelva;1.0;Andalucía;http://uhu.es/coideso/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Pensamiento Contemporáneo e Innovación para el Desarrollo Social;centro de investigacion en pensamiento contemporaneo e innovacion para el desarrollo social; ;21.0
1469;848;856.0;1518.0;Orgánica Directa;Q7150008F;UHU;Universidad de Huelva;Universidad de Huelva;Universidad;Universidad Pública;Calle Dr. Cantero Cuadrado, 6;21004.0;21.0;Huelva;1.0;Andalucía;http://www.uhu.es/; ; ;ACTIVO; ;CITES; ;Centro de Investigación en Tecnología, Energía y Sostenibilidad;Centro de Investigación;Centro/Instituto Propio;Avenida Tres de Marzo, s/n;21071.0;21.0;Huelva;1.0;Andalucía;https://controlyrobotica.com/; ; ;ACTIVO;Universidad de Huelva;universidad de huelva;Q7150008F;21.0;Centro de Investigación en Tecnología, Energía y Sostenibilidad;centro de investigacion en tecnologia energia y sostenibilidad; ;21.0
6799;848;;;Entidad Vinculada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;Universidade de Coimbra;universidade de coimbra; ;
7037;848;;;Entidad Vinculada;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;Universidade do Porto;universidade do porto; ;
8287;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;RENSMA;rensma; ;
8417;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;ESCUELA UNIVERSITARIA TRABAJO SOCIAL;escuela universitaria trabajo social; ;
8827;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;DEPARTAMENTO DE CIENCIAS AGROFORESTALES;departamento de ciencias agroforestales; ;
8955;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;FACULTAD DE TRABAJO SOCIAL;facultad de trabajo social; ;
9168;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;École Supérieure des Technologies Industrielles Avancées (ESTIA);ecole superieure des technologies industrielles avancees estia; ;
9198;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Universidad de Huelva;universidad de huelva;Q7150008F;;Oficina de Estudios de Posgrado;oficina de estudios de posgrado; ;
9488;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;University of Stirling;university of stirling; ;
9764;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Universidad de Huelva;universidad de huelva;Q7150008F;;Facultad de Educación, Psicología y Cien;facultad de educacion psicologia y cien; ;
10084;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;FACULTAD DE CIENCIAS EMPRESARIALES;facultad de ciencias empresariales y tur; ;
10116;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;Universidad de Costa Rica;universidad de costa rica; ;
10191;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;FACULTAD DE CIENCIAS EXPERIMENTALES;facultad de ciencias experimentales; ;
10488;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;Universidad de Aalto;universidad de aalto; ;
10753;848;;;PDTE CATALOGAR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;UNIVERSIDAD DE HUELVA;universidad de huelva;Q7150008F;;CENTRO DE ESTUDIOS AVANZADOS DE LA UNIVERSIDAD DE HUELVA (CEEAA-UHU);centro de estudios avanzados de la universidad de huelva ceeaa uhu; ;
